Id,Old Name,New Name,Notes
,Disposable CBN Platinum - Purple Cadillac CBN - 1g,Skagit Organics Purple Cadillac Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Canna Organix - Custard - Forbidden Fruit - 1g,Canna Organix Forbidden Fruit Badder 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Fine Detail Greenway-Flower-Truffalo-Hybrid 50/50-3.5g,Fine Detail Greenway Truffalo Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Cold Cured Hash Rosin Tropicanna Cherry 1g,Top Shelf Tropicanna Cherry Rosin 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Slab Hash Rosin - GG4 - 1g (H),Agro Couture Gg4 Rosin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Solr Bear Pod SilverFace - 1g,Solr Bear Silverface Pod 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Fireline Cannabis Blunt Skunk GMO - 1g,Fireline Cannabis Skunk Gmo Blunt 1g,no_vendor_column;no_cannabinoid_columns;renamed
,RSO Original - Pine Tsunami - 15:1 - Hybrid - 1g,Skagit Organics Pine Tsunami RSO 1g,no_vendor_column;no_cannabinoid_columns;master_of_3_duplicates;renamed
,Sitka Classic Cascade Cream Hashish Joint (H),Sitka Cascade Cream Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Northwest Concentrates Cartridge Pineapple Express - 1g,Northwest Concentrates Pineapple Rose Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,The People's Flower People's Diesel - 1g,The People's People's Diesel Flower 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Chewees Caramel Indica,Ceres Caramel Edible 1.47oz,no_vendor_column;no_cannabinoid_columns;renamed
,Heavenly Buds Pre-roll Cake Bomb - 5g,Heavenly Buds Cake Bomb Pre-roll 5g,no_vendor_column;no_cannabinoid_columns;renamed
,Cold Cure - Medellin 1g,Constellation Medellin Rosin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,ThunderStix BLUNT-Tilted-DOH-glass tip preroll(1.2g) / Ripped Off Runtz (H),Tilted Ripped Off Runtz Infused Blunt 1.2g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Drops Edible Orange,Leafwerx Sunset Shebert Edible 1.56oz,no_vendor_column;no_cannabinoid_columns;renamed
,SPR - Moon Beams - 3.5g,Spr Moon Beams Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,2727 - Vape Cart - 2727 - Purple Punch - 1g,2727 Purple Punch Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Ooowee - JUICED 1G C.R HTE Disposable - Tropical Maui - 1g,Ooowee Tropical Maui Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Stinger Sweets Razzberry Blaze .5g 2pk - Razzberry Blaze - 1g,Stingers Razzmatazz Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Wook Tea - Raspberry Hibiscus 100mg,Constellation Raspberry Beverage 355ml,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Burzt - Twisted shot Fruit Punch,Mfused Fruit Punch Shots 60ml,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Green Labs - Choc Cov-Giggle Bits-300mg - Chocolate - 1:1:1 THC:CBD:CBG - Hybrid - 100g,Swifts Giggle Bits Chocolate 100g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Seattle Bubble Works- Flower Joint -Tropicana Cherries (S) - 5g,Trop Cookies Pre-roll 5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Sherb Cream Pie - 3.5g,Pastime Sherb Cream Pie Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Phat Panda Cartridge Raspberry Kush 1g,Phat Panda Raspberry Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,2727- Flower - Planet Sherb - 14g,2727 Planet Sherb Flower 14g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Kelso Kandy-Cartridge-Blue Razzberry -1g,Clarity Farms Blue Raspberry Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Shatter J's Disposable Cartridge Blackberry Pie - 1g,Shatter J's Blackberry Pie Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Heavenly Buds Flower Gushers - 3.5g,Heavenly Buds Gushers Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Raging Goat - RG - Hash Rosin - Solventless Badder - Maui Wowie - 1g,Captain Yeti Maui Wowie Hash Rosin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Fire Bros Gold Series-Disposable Cartridge-Pelé 1970-1g,Fire Bros Pelé 1970 Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Platinum Flower (Raspberry Truffle - Platinum Line/14g),Phat Panda Raspberry Truffle Flower 14g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Legacy Truffles - DOH Compliant - Double Truffle Jays - .5g Pack - Isodope - 1g,Legacy Organics Isodope Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_3_duplicates;renamed
,Spinello Peach Hybrid 100mg THC Rosin Fruit Chews,Smokiez Peach Fruit Chews 36g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Wyld Gummies Raspberry - 1.4oz,Wyld Raspberry Gummies 1.4oz,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Svin Gardens-Pre-roll-2pk Tangerine Borealis #1-1g,Svin Tangerine Borealis 1 Pre-roll 1g,collapsed_duplicate;merged_into_master
,Mama J's Flower (Sherb Cream Pie/3.5g - Hybrid),Mama J's Sherb Cream Pie Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Lish Organics - Rosin Dabs - DOH - Tested - GMO - 1g,Cannasol Gmo Rosin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Canna Whupass - CW Vape Cartridge - Golden Apricot - Mixed - 1g,Canna Organix Golden Apricot Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Const Cold Cure 1g - Pie Hoe,Constellation Pie Hoe Rosin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Rocket Popz ( I ) - Flipside Distillate 510 Cart 1g,Flipside Rocket Popz Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Suspended THC ICEBERG Lost OG - 1g,Suspended Lost Og Mix Infused Flower 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Ooowee - 1G Hydrocarbon Concentrate - Lemon Cherry Gelato - 1g,Ooowee Lemon Cherry Gelato Bho 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Pioneer Squares-Gummies-Watermelon Kiwi-100mg,Pioneer Squares Watermelon Kiwi Gummies 3oz,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Pre-Rolls - Pistachio - 2g (4pk),The People's Pistachio Pre-roll 2g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Honu - Chocolate Caramel 10pk - SATIVA - 130g,Honu Chocolate Caramel Sativa Chocolate 130g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,hashbreak - Pre Rolls (Infused) - Monster Mash - 1g,Torus Monster Mash Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Mama J's Flower (Super Boof/1g - Hybrid),Mama J's Super Boof Flower 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,House of Cultivar Grand Cru Pre-roll Orangutan Tittiez - 1g,House Of Cultivar Grand Cru Orangutan Tittiez Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Pure Prana Pulse AIO Disposable Vape - Lemon Tree Live Resin,Bodhi High Lemon Tree Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Live Rosin - Strawberry Banana Zkittles - 1g,Heavenly Buds Strawberry Banana Zkittles Rosin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Pirate Crystals - Lemon Shortbread - 1g,Freddy's Fuego Lemon Shortbread Live Resin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Greenway Pipe $8,Greenway Pipe 8,no_vendor_column;no_cannabinoid_columns;noncannabis_cleaned_original_name;master_of_2_duplicates;renamed
,Tasty Terps - TT Diamond Badder 1g - Maui Mango - 1g,Clarity Farms Maui Mango Bho 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,1937 - Pre-Rolls .5 x 2 pack - Hawaiian Lion 11 - 1g,1937 Hawaiian Lion Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,K-Savage Flower Carbon Fiber - 3.5g,K Savage Carbon Fiber Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Fire Bros-Flower-Goofiez-7g,Fire Bros Goofiez Flower 7g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Collections - Full Spectrum - Hash Rosin - Gary Payton - 1g,Fugu Farms Gary Payton Rosin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Sub X Flower - Lemon Cherry Gelato - 1g,Sub X Lemon Cherry Gelato Flower 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Stars & Rosin - Rainbow Belts x Purple Push Pop Rosin - .5g,American Hash Makers Rainbow Belts Infused Pre-roll 0.5g,no_vendor_column;no_cannabinoid_columns;master_of_4_duplicates;renamed
,SusPENded Disposable Grape Galaxy 1g,Suspended Grape Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Mad Mark Flower Mad Banana Runtz 3.5g,Mad Mark Mad Banana Runtz Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Walden infused flower super boof 1g,Walden Super Boof Moon Rocks 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Fruit Burst Vibes - Paradise Punch 1:1 THC:CBD 200mg,Swell Paradise Punch Chewees 1.16oz,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Trichome Extracts Infused Pre-roll Bubble Bath#1 - 1g,Trichome Extracts Bubble Bath 1 Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Freddy's Fuego Flower - Carrot Cake - 3.5g (Legacy),Freddy's Fuego Carrot Cake Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Zen Flower Hash Burger - 3.5g,Zen Cannabis Hash Burger Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_3_duplicates;renamed
,Green Revolution Tincture Extra Relief 30:2:1 (300mg CBD; 20mg THC; 10mg CBC) (28.4ml),Green Revolution Extra Relief Tincture 28.4ml,no_vendor_column;no_cannabinoid_columns;renamed
,Buddies Infused Pre-roll - Sour Diesel - 1g - (S),Buddies Sour Diesel Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Ooowee - JUICED 1G Infused PreRoll - Grape-A-Licious - Sunset Lemonade - 1g,Ooowee Sunset Lemonade Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Cherry Ztripez Pre-Roll [1g] [D.O.H. COMPLIANT],Lifted Cherry Ztripez Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Desaus BHO Orange Push Pop - 1g,Desaus Orange Push Pop Bho 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Solr Bear Infused Pre-roll Vamoose,Solr Bear Vamoose Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,EZ Joint Zkittlez Indica,Eo Vapes Zkittles Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Refine Infused HASH Joint - Baby Yo-Duh x Galactic Runtz,Refine Baby Yo-duh X Galactic Runtz Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Svin Pre-Rolls - Unit B - 1x1g,Svin Unit B Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_3_duplicates;renamed
,Pure - Live Resin Prana AIO - Liquid Diamonds - Carbon Fiber,Bodhi High Carbon Fiber Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,BFF Flavored Live Resin Vape Cart - BS - Baby Shark - 1g - (I) - DOH,Buddies Baby Shark Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,The People's Indoor Gardens Flower The Soap - 3.5g,The People's Indoor Gardens The Soap Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,RSO Original - Strawberry Cough - Sativa - 1g - DOH+,Skagit Organics Strawberry Cough RSO 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Lucid Topical Infusions Sativa 500,Lucid Infusions Sativa Topical 0.08oz,no_vendor_column;no_cannabinoid_columns;renamed
,Flower Pre-Rolls - Too Much Papaya - 28g (28x1g),Zen Cannabis Too Much Papaya Pre-roll 28g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Smokiez Midnight Prickly Pear Trifecta CBN:CBD:THC 1:1:1 Fruit Chews,Smokiez Prickly Pear Fruit Chews 60g,no_vendor_column;no_cannabinoid_columns;master_of_3_duplicates;renamed
,Stingers - 5pk .5g Pre-Rolls - Colombian Gold - 2.5g,Stinger Colombian Gold Infused Pre-roll 2.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Walden Infused Pre-roll Morning Yoga 1:1 - 1g,Walden Morning Yoga Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,T2 Flower Kool Whip 3.5g,Torus Kool Whip Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Phat Panda Cartridge White Gummy,Phat Panda White Gummy Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Torus - Rosin Cold Cure - K2 #1 - 1g,Torus K2 1 Rosin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,SUBX [DOH] SIGNATURE Flower - Blue Jam - 7g,Subx Blue Jam Flower 7g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Live Resin Disposable - Carrot Cake - 1g,Freddy's Fuego Carrot Cake Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_4_duplicates;renamed
,Hustler's Ambition Flower (Royal Mystery/3.5g),Hustler's Ambition Royal Mystery Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Legit Gold Infused Pre-roll Godfather OG 1g,Legit Godfather Og Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,T2 - Flower - Lava Cake - 3.5g,Torus Lava Cake Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,2727 - Infused Pre-Roll - Frosted Gummy - 1g,2727 Frosted Gummy Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Fireline Cannabis Infused 2pk 0.5g (S) Platinum Blue Dream,Fireline Cannabis Blue Dream Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Legacy Truffles - Golden Truffle - Candy Crush - 3.5g,Legacy Organics Candy Crush Moon Rocks 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,MFused - Disposable - Faderade - 1g,Mfused Faderade Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Stingers - 2pk .5g Pre-Rolls - Afghan Skunk - 1g,Stingers Afghan Skunk Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Micro Cart - 1g Cartridge - Micro Cart - Tropic Thunder - 1g,Micro Bar Tropic Thunder Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Hellavated cartridge Blueberry Dream - 1g,Hellavated Blueberry Dream Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,hashbreak - - Infused Pre Rolls - Tigers Blood - 1g,Torus Tigers Blood Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Packaged Flower - Purple Diesel - 3.5g,Fdg Purple Diesel Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Ceres Dragon Balls Indica,Ceres Dragon Balls 62g,no_vendor_column;no_cannabinoid_columns;renamed
,Terpnado-Disposable Cartridge-Blueberry Express-1g,Clarity Farms Blueberry Express Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_3_duplicates;renamed
,Fine Detail Greenway-Pre-Roll-Pineapple Chunk-Indica Dominant-7g,Fine Detail Greenway Pineapple Chunk Pre-roll 7g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Flower 3.5g / Blumosa,Coastal Growers Blumosa Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Green Reaper - Indoor Popcorn Flower - Dutch Gouda Butter - 14g,Green Reaper Dutch Gouda Butter Flower 14g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,royal kind Flower White Gummy - 3.5g,Royal Kind White Gummy Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,Clout King Pre-roll Cream Pie 2pk - 1g,Clout King Cream Pie Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Nano Doozies - Watermelon Kiwi 3:1 FLY10 Pk (80g) (300mg CBG;100mg THC),Green Revolution Watermelon Kiwi Gummies 80g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Shatter J's - Infused Joint Pack- Watermelon Martini - 5g,Shatter J's Watermelon Martini Infused Pre-roll 5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Hellavated Pre-roll Maui Sunrise - 0.75g,Hellavated Maui Sunrise Pre-roll 0.75g,no_vendor_column;no_cannabinoid_columns;renamed
,Phat Panda Pre-roll OG Chem - 1g,Phat Panda Og Chem Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,FIRE BROS All-In-One Cart - The Zest - 1g,Fire Bros The Zest Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,MFused - Cartridge -  Blue Dream (S) - 1g,Mfused Blue Dream Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Phat Panda Flower Trophy wife - 3.5g,Phat Panda Trophy Wife Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,SMC - Disposable Smokeless - Grape - 1g,Shatter J's Grape Disposable Cartridge 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Lifted Cannabis Flower Malibu Marker 3.5g,Lifted Malibu Marker Flower 3.5g,no_vendor_column;no_cannabinoid_columns;renamed
,SKUARED - Caramel Apple 10pk - 5:1 CBD:THC - 80g,Honu Caramel Apple Chocolate 85g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Collections - T2 - Hash Rosin - Cherry Bang Bang - 1g,Fugu Farms Cherry Bang Bang Rosin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,mama J's - Flower Preroll Pack - Sour Apple - 0.5gx2,Mama J's Sour Apple Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,~EO Vapes Butter Knife,~eo Vapes Butter Knife,no_vendor_column;no_cannabinoid_columns;noncannabis_cleaned_original_name
,A.C. Topical Drops - 1000mg THC 1000mg CBD 1:1 - 1.7 oz. (100 x 20mg Droppers) Trade Sample,Agro Couture Mixed Trade Sample 50g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Rosin Vape Cart 0.5g - Smackles,Constellation Smackles Cartridge 0.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Ceres Edible FREEZE_IND_CHERRY_10pk,Ceres Cherry Edible 1.5oz,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Torus Pre-Rolls Hyphy - 1g,Torus Hyphy Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;master_of_3_duplicates;renamed
,COLLAB 1g - MAC1 (FOG/ABS) (H) & Papaya Cake (AHM/Khol) (H),Picc Mac Infused Pre-roll 1g,no_vendor_column;no_cannabinoid_columns;renamed
,Northwest Concentrates - ROSIN - Bad Apple - 1g,Northwest Concentrates Bad Apple Rosin 1g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Ooowee - 5/1G Infused PreRoll - Gusherlicious - 5g,Ooowee Gusherlicious Infused Pre-roll 5g,no_vendor_column;no_cannabinoid_columns;master_of_3_duplicates;renamed
,m80 dynalite infused pre-roll double kush cake .5g,Picc Double Kush Cake Infused Pre-roll 0.5g,no_vendor_column;no_cannabinoid_columns;renamed
,FDG Pre-Rolls - Sour Kush - 14pk (0.5g x 14),Fdg Sour Kush Pre-roll 7g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
,Zenn Cannabis  Flower Babysita - 3.5g,Zen Cannabis Babysita Flower 3.5g,no_vendor_column;no_cannabinoid_columns;master_of_2_duplicates;renamed
